image_path,label
dataset/tomato\Tomato___Leaf_Mold\93c02ade-4b3a-4401-836d-0577276c645c___Crnl_L.Mold 8736.JPG,3
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\35b5d6a8-e3ef-4c39-86ce-25b4632e7cab___Com.G_SpM_FL 1176.JPG,5
dataset/tomato\Tomato___Tomato_mosaic_virus\aab31aa2-ac8f-46a1-9b9b-7b728a776e8d___PSU_CG 2250.JPG,8
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\02c14371-a83a-4214-bbc2-31b1143c165b___YLCV_GCREC 2164.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\0b891169-2116-431d-968f-d2a36bb69243___Com.G_SpM_FL 1743.JPG,5
dataset/tomato\Tomato___healthy\922d8646-efa3-4101-b943-d3568c9760e9___RS_HL 0029.JPG,9
dataset/tomato\Tomato___Tomato_mosaic_virus\67076009-be77-4b3f-8de7-bc6f13df64f4___PSU_CG 2209.JPG,8
dataset/tomato\Tomato___Early_blight\8734e1ef-fb0c-4cdd-aa97-b5a4ea8d6cf5___RS_Erly.B 7804.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d2647521-b264-47bb-ac13-4fd3c61390d1___UF.GRC_YLCV_Lab 02195.JPG,7
dataset/tomato\Tomato___Late_blight\e5b50c59-e517-4dcc-8887-8bd2ca748329___GHLB2ES Leaf 142.jpg,2
dataset/tomato\Tomato___Bacterial_spot\b6b93fa0-be86-452b-86ff-dc7863af16ba___UF.GRC_BS_Lab Leaf 8785.JPG,0
dataset/tomato\Tomato___Bacterial_spot\f3ba91af-7c1d-48a6-806b-1ea9235dc39d___UF.GRC_BS_Lab Leaf 8794.JPG,0
dataset/tomato\Tomato___healthy\1d10291e-a1ce-4309-b6a4-d034319e3875___GH_HL Leaf 251.1.JPG,9
dataset/tomato\Tomato___Tomato_mosaic_virus\96c9cc98-5faf-49ad-826b-11f3ecd64577___PSU_CG 2161.JPG,8
dataset/tomato\Tomato___Bacterial_spot\e82d7b9f-9e5a-4d2c-9094-4b3961a062bd___GCREC_Bact.Sp 2976.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\46ffdde0-1364-4da5-8c39-c2ef6e9d7f87___UF.GRC_YLCV_Lab 01652.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\1c4723cd-8ef6-483d-ae4e-8a3112fd9766___Com.G_SpM_FL 9506.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4924b0cc-00e6-4db6-a596-e343ac4f94ae___UF.GRC_YLCV_Lab 08571.JPG,7
dataset/tomato\Tomato___Bacterial_spot\8a440254-30e5-4381-8294-e2513347d7c1___GCREC_Bact.Sp 5901.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f8dfef7f-9548-4e77-b9d6-69854ed088ce___UF.GRC_YLCV_Lab 01856.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1fc81b3a-b368-40d7-a2fd-ba6bbea7530d___UF.GRC_YLCV_Lab 09456.JPG,7
dataset/tomato\Tomato___Leaf_Mold\c6c8b630-7166-4bfe-a520-f34cf25d7aae___Crnl_L.Mold 6506.JPG,3
dataset/tomato\Tomato___healthy\e9392a5e-2fac-48c5-a23d-df3aa3f61048___GH_HL Leaf 217.JPG,9
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\476ed525-ff16-4980-88e0-eb39f0fd4670___Com.G_SpM_FL 9593.JPG,5
dataset/tomato\Tomato___healthy\33a75eb9-0745-4159-8c6e-3c4e4e418992___RS_HL 9767.JPG,9
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\2e9248a1-78c7-4aa8-a696-ab96c6947ceb___Com.G_SpM_FL 8629.JPG,5
dataset/tomato\Tomato___Septoria_leaf_spot\3a89c017-4b4b-4f64-a018-05c98a2fa611___Matt.S_CG 1219.JPG,4
dataset/tomato\Tomato___Late_blight\0c9ff8e1-b610-43e3-b914-5e9576dd8083___GHLB2 Leaf 107.1.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f25837d4-f083-4078-b487-3227709a9891___UF.GRC_YLCV_Lab 02407.JPG,7
dataset/tomato\Tomato___Bacterial_spot\35bec389-2983-44f6-8bd5-d70e77cda204___GCREC_Bact.Sp 5617.JPG,0
dataset/tomato\Tomato___Target_Spot\c83ff0f8-5747-4a29-a562-63fd4c21385a___Com.G_TgS_FL 9951.JPG,6
dataset/tomato\Tomato___healthy\5b7b9824-0cdd-4c67-9377-136a0615d784___RS_HL 0056.JPG,9
dataset/tomato\Tomato___Bacterial_spot\8296a61a-d33d-43a8-bfc9-c094b69f7666___GCREC_Bact.Sp 3784.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4ae10eb4-cd1f-490e-9ffe-61e348dad2b9___YLCV_GCREC 2785.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7935cc47-b977-4472-ad3f-41eeb219dd32___UF.GRC_YLCV_Lab 01863.JPG,7
dataset/tomato\Tomato___Target_Spot\1ea4741f-c01c-486e-a4b4-c77bce536f95___Com.G_TgS_FL 9821.JPG,6
dataset/tomato\Tomato___Late_blight\046c65f2-b155-4018-b161-825191c5faaa___RS_Late.B 5042.JPG,2
dataset/tomato\Tomato___Bacterial_spot\adcd966b-b53f-471e-8e67-156481c0f4ed___GCREC_Bact.Sp 3316.JPG,0
dataset/tomato\Tomato___Late_blight\e2e89956-491c-42a0-9154-6b8ef41cd63b___GHLB2 Leaf 8689.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9ffde41e-1539-4957-a4cf-b26e1e20981e___YLCV_NREC 2053.JPG,7
dataset/tomato\Tomato___Early_blight\7a259d3d-cca4-4041-88ec-d3140cd96f25___RS_Erly.B 7415.JPG,1
dataset/tomato\Tomato___Septoria_leaf_spot\34a98498-bbe1-4ba8-ac6b-158adb2de2b9___Matt.S_CG 0828.JPG,4
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\5a5bbff6-4eae-4bda-ad08-f781109979cb___Com.G_SpM_FL 1175.JPG,5
dataset/tomato\Tomato___Target_Spot\152c3594-234d-4385-b487-83ea574cd860___Com.G_TgS_FL 1132.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\03bbea43-5a47-4c6a-b036-9a29152c8f09___UF.GRC_YLCV_Lab 01900.JPG,7
dataset/tomato\Tomato___healthy\1e5e6f9d-6d14-4ea7-9c36-c6a559e567d7___RS_HL 9780.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2f942c02-a2ed-470c-a632-a307a3592851___YLCV_NREC 2225.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\30da823e-3ffd-4ccb-a10f-680a232ae284___Matt.S_CG 2756.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9cdbac6b-4744-408e-bc9a-4e4294530969___YLCV_GCREC 5493.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6ad92a75-7e03-4f29-b5a5-072711c425c5___UF.GRC_YLCV_Lab 02855.JPG,7
dataset/tomato\Tomato___Late_blight\475ea338-8e88-4164-b2e3-e8b386df415d___RS_Late.B 6362.JPG,2
dataset/tomato\Tomato___Early_blight\b037f266-a24e-4f2c-9115-cf2eadd17293___RS_Erly.B 8214.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7320e046-1550-4476-978b-508522cc8b72___YLCV_NREC 2526.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d513ede3-714e-4bb2-b8d3-2c36b353f14e___UF.GRC_YLCV_Lab 02270.JPG,7
dataset/tomato\Tomato___Bacterial_spot\984f7f9e-23ff-4a33-979a-5580b3fc5146___GCREC_Bact.Sp 3846.JPG,0
dataset/tomato\Tomato___healthy\4f256237-9e94-4703-b128-8e91ffac8075___GH_HL Leaf 364.JPG,9
dataset/tomato\Tomato___Leaf_Mold\0857ce1f-5347-493a-acd9-77b698950b45___Crnl_L.Mold 6748.JPG,3
dataset/tomato\Tomato___Bacterial_spot\98a33963-bf05-4c93-a217-045c06047616___GCREC_Bact.Sp 5985.JPG,0
dataset/tomato\Tomato___Bacterial_spot\2cd653bb-5ef1-4157-8d2c-bea2bbf2794b___GCREC_Bact.Sp 6375.JPG,0
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\0f6a5f32-3d95-4ef1-bc01-ba36f2efb2b4___Com.G_SpM_FL 1661.JPG,5
dataset/tomato\Tomato___Target_Spot\7987a98f-192b-48b3-8614-e313b0e41749___Com.G_TgS_FL 8207.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\207fc955-4430-4829-b860-d3044662115a___UF.GRC_YLCV_Lab 01930.JPG,7
dataset/tomato\Tomato___healthy\a7c1d137-6609-4659-94ce-81c62f64665e___RS_HL 0195.JPG,9
dataset/tomato\Tomato___Leaf_Mold\9667b27d-09e8-4776-97bf-e6088227d26d___Crnl_L.Mold 6670.JPG,3
dataset/tomato\Tomato___healthy\3b247bc2-44d4-4fea-ae3e-aef886d27e45___RS_HL 0584.JPG,9
dataset/tomato\Tomato___Septoria_leaf_spot\650abe19-6687-4d96-ad08-1c887b8c2a62___JR_Sept.L.S 8497.JPG,4
dataset/tomato\Tomato___Leaf_Mold\544d95c7-34a8-442b-8471-3071612ec4ae___Crnl_L.Mold 8881.JPG,3
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\7bb0ee74-55e4-45df-88e5-9545947aa7c2___Com.G_SpM_FL 9468.JPG,5
dataset/tomato\Tomato___Early_blight\3be94535-c405-4f67-99cb-6ffc5f596639___RS_Erly.B 7783.JPG,1
dataset/tomato\Tomato___Leaf_Mold\905a051a-0649-4b4a-8dc7-273952cbd832___Crnl_L.Mold 6574.JPG,3
dataset/tomato\Tomato___Bacterial_spot\1506485f-0fba-4e0a-aecf-36f9c5bae096___GCREC_Bact.Sp 5543.JPG,0
dataset/tomato\Tomato___healthy\2b4ab56e-4afa-4b0f-910a-3270e90c707c___RS_HL 0035.JPG,9
dataset/tomato\Tomato___Late_blight\8d39e8b3-90d8-4533-93a8-fb797fa27a1b___GHLB2 Leaf 8645.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\feb114a3-a58f-47b6-b7e8-816ffb06bbc5___YLCV_GCREC 2338.JPG,7
dataset/tomato\Tomato___Target_Spot\13251526-fecf-42d9-9d4e-81a06c5475e5___Com.G_TgS_FL 8376.JPG,6
dataset/tomato\Tomato___Bacterial_spot\f2f807a2-8777-4a1f-a33b-d1826d9d36c8___GCREC_Bact.Sp 3786.JPG,0
dataset/tomato\Tomato___Late_blight\a8e0a1e2-02c7-4177-8ee6-e0c80743d6a8___GHLB2 Leaf 113.1.JPG,2
dataset/tomato\Tomato___healthy\0d789240-9714-4378-8b63-4afb12ddfa44___RS_HL 9735.JPG,9
dataset/tomato\Tomato___Septoria_leaf_spot\eaf8a135-3d77-422c-8f37-befb5cfcb8a0___Matt.S_CG 1728.JPG,4
dataset/tomato\Tomato___Late_blight\b58ed525-764b-471e-adc6-c9986674a812___GHLB2 Leaf 101.1.JPG,2
dataset/tomato\Tomato___Septoria_leaf_spot\0ea612c0-8416-4771-a8bb-d5d255800f94___JR_Sept.L.S 8533.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\0c5ab0f1-9f4c-47f0-980d-f9b67201ce51___YLCV_NREC 0058.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\13248326-a01f-4f05-8502-fe2ecd936ccc___UF.GRC_YLCV_Lab 02422.JPG,7
dataset/tomato\Tomato___Leaf_Mold\c259c11b-b958-4179-b09f-47e69419941a___Crnl_L.Mold 6803.JPG,3
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\72ea3559-17ea-4441-8188-bc561e66ff06___Com.G_SpM_FL 1400.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\887aa630-362e-431a-83be-8abac44a76e9___UF.GRC_YLCV_Lab 03099.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6781756b-f3be-4449-a1c6-ac0a50ae0bf5___YLCV_GCREC 1994.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e0f6ba41-5791-4d13-87c2-287023764d6d___YLCV_NREC 2598.JPG,7
dataset/tomato\Tomato___Target_Spot\d0027625-3a04-4187-a80d-2d004127b1cb___Com.G_TgS_FL 9760.JPG,6
dataset/tomato\Tomato___Late_blight\1e095cdc-6a71-4ae4-9709-be97b5668454___GHLB2 Leaf 8845.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\dff9d5c3-47fc-4311-9dbe-c88091026cc0___YLCV_NREC 2682.JPG,7
dataset/tomato\Tomato___Late_blight\f5cb0905-3729-492a-a45f-63c20ae7e6a1___RS_Late.B 6777.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\fcc441ec-90b1-4f91-976a-6e48895d3c27___YLCV_GCREC 2114.JPG,7
dataset/tomato\Tomato___Early_blight\06d0298e-18e5-4bf5-8d33-8feef6600f15___RS_Erly.B 7573.JPG,1
dataset/tomato\Tomato___Late_blight\fa4ec25a-250d-4eb3-ba0d-9d1c51eb3995___GHLB2 Leaf 8990.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\475dfcbd-35ea-4ad9-a4e8-7ed0c306c5f2___YLCV_GCREC 5322.JPG,7
dataset/tomato\Tomato___Target_Spot\c77e7d66-adfe-4ef1-b34a-62703d1e4748___Com.G_TgS_FL 1049.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\61aa9e71-45a7-40eb-9250-a24295680c50___UF.GRC_YLCV_Lab 02404.JPG,7
dataset/tomato\Tomato___Late_blight\8342c931-3c80-48ce-9757-f497c36cf44e___RS_Late.B 6125.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f28367de-351f-4188-9421-f367c60f9499___YLCV_GCREC 1982.JPG,7
dataset/tomato\Tomato___Tomato_mosaic_virus\176ff795-1f59-4248-8374-bf5a88187934___PSU_CG 2160.JPG,8
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2cc6d499-bf92-48c6-b0f9-6d9ef3c2f76e___UF.GRC_YLCV_Lab 03271.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\307b1e1b-4a5c-4378-91df-df121d7e4f51___Matt.S_CG 7667.JPG,4
dataset/tomato\Tomato___Target_Spot\3b50f482-3728-49e8-942a-f0b4abba2214___Com.G_TgS_FL 9798.JPG,6
dataset/tomato\Tomato___Late_blight\048eddf2-6142-4031-b23a-654cc3803d01___RS_Late.B 6097.JPG,2
dataset/tomato\Tomato___healthy\c4a30e2a-f520-4cdc-a58d-7ea1eb7c22e6___GH_HL Leaf 454.JPG,9
dataset/tomato\Tomato___Target_Spot\32aa186b-a151-4f0e-b20c-7943a4e72746___Com.G_TgS_FL 7983.JPG,6
dataset/tomato\Tomato___Septoria_leaf_spot\2ca0f649-659c-458d-aaed-d51529372633___Keller.St_CG 1888.JPG,4
dataset/tomato\Tomato___Early_blight\a442ef7e-3c93-45d9-85c0-5fa66fe32bb8___RS_Erly.B 7504.JPG,1
dataset/tomato\Tomato___Bacterial_spot\e87962ec-4dae-4c6c-8233-620e40acf137___GCREC_Bact.Sp 3160.JPG,0
dataset/tomato\Tomato___Septoria_leaf_spot\7b80cd3e-fe02-4b63-8097-69f48b0b1bf0___JR_Sept.L.S 2631.JPG,4
dataset/tomato\Tomato___Bacterial_spot\da0ffa44-de62-4314-acb2-59218f5deeb5___GCREC_Bact.Sp 6010.JPG,0
dataset/tomato\Tomato___Bacterial_spot\8e0325d9-4504-4e3a-8013-a064b8c546f1___GCREC_Bact.Sp 3260.JPG,0
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\70d81d89-74a0-43bc-ae4f-61bd0d9cc6af___Com.G_SpM_FL 1323.JPG,5
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\24fa8aac-1c5b-4bf4-81e1-be5d658e1838___Com.G_SpM_FL 9602.JPG,5
dataset/tomato\Tomato___Leaf_Mold\d2c889b0-0223-4e09-9d9f-cdf019b65120___Crnl_L.Mold 8631.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\279f7a3f-2c27-4698-8fb9-b40dfd311ba0___UF.GRC_YLCV_Lab 01671.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\9102ff1d-7934-408e-bc0b-ca2694f46b76___Matt.S_CG 2870.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\cd296a5b-4bd0-468f-836e-014311b2be82___UF.GRC_YLCV_Lab 01442.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c7934929-5358-4536-983a-50d4cddfd66b___YLCV_GCREC 2676.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9f69937d-9ab7-45f2-b614-47fd8bfc6906___YLCV_GCREC 5165.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\46357663-05f0-4b12-a791-77ebc75964ea___UF.GRC_YLCV_Lab 03317.JPG,7
dataset/tomato\Tomato___Late_blight\47614fe0-26d7-4259-a78b-5b8db71f7eed___RS_Late.B 4976.JPG,2
dataset/tomato\Tomato___healthy\6246e722-c34f-46cf-b670-0f403456cea1___RS_HL 9969.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\38fc54bf-5385-49b3-9b44-cb79ad90949f___YLCV_GCREC 2464.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\a6ab82be-a59d-4288-aec5-194d8d796a31___Com.G_SpM_FL 9322.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\b1db6ecd-197e-40fa-9abb-bce650f2517d___UF.GRC_YLCV_Lab 03221.JPG,7
dataset/tomato\Tomato___healthy\51e66b4b-c192-432f-bc52-d1c86a8da427___GH_HL Leaf 397.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\3735d436-55b6-4477-b0e9-e4cb77e7512f___YLCV_GCREC 2478.JPG,7
dataset/tomato\Tomato___healthy\0cfee8b1-5de4-4118-9e25-f9c37bb6f17e___GH_HL Leaf 252.JPG,9
dataset/tomato\Tomato___Late_blight\0736fe9f-bd15-4a85-ab6e-2b570b10f377___GHLB2 Leaf 64.1.JPG,2
dataset/tomato\Tomato___Bacterial_spot\a8fc7e5e-24c7-45f5-a794-29fab66dd122___GCREC_Bact.Sp 3726.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e69414b8-7822-4017-aa9c-0b1c65b29e80___YLCV_NREC 2105.JPG,7
dataset/tomato\Tomato___Early_blight\d4e4bce8-d7ca-492b-8dda-69f3e95f4e5a___RS_Erly.B 6418.JPG,1
dataset/tomato\Tomato___Bacterial_spot\650a2408-9d62-4ebc-92ca-689e2612e248___GCREC_Bact.Sp 3325.JPG,0
dataset/tomato\Tomato___healthy\e545c1a3-4e0a-4951-be42-4d41a14441d7___GH_HL Leaf 211.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a8bc9f61-4cd8-4f08-864d-c07cd0d849b3___YLCV_NREC 2095.JPG,7
dataset/tomato\Tomato___healthy\574dab67-daab-46c8-918f-beb10b427cd5___RS_HL 9974.JPG,9
dataset/tomato\Tomato___Bacterial_spot\672e1fd7-2715-48a5-8266-c0c504870d16___GCREC_Bact.Sp 6212.JPG,0
dataset/tomato\Tomato___Bacterial_spot\075caa8d-0748-441c-a365-754b43a5b538___GCREC_Bact.Sp 5625.JPG,0
dataset/tomato\Tomato___healthy\98f3de1f-2505-4e4b-94ad-fb16f66f27d8___RS_HL 9852.JPG,9
dataset/tomato\Tomato___Late_blight\86992828-48ea-428c-bb7d-0c89365314b9___GHLB_PS Leaf 18.2 Day 8.jpg,2
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\86219f47-e739-479c-890d-622d000bcee1___Com.G_SpM_FL 1333.JPG,5
dataset/tomato\Tomato___healthy\ab203172-45d2-492f-94e0-6d15a1d34209___RS_HL 9831.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\acd4315f-0846-4fe7-939e-ebe85bcd82e1___UF.GRC_YLCV_Lab 02277.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\4fb875a3-1dd9-4694-92b9-92cd77af7ed9___Com.G_SpM_FL 9318.JPG,5
dataset/tomato\Tomato___healthy\25080b1c-6c0f-4b11-bb31-b5cfb2429395___GH_HL Leaf 238.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\828b86cf-eb9b-46cd-9912-92bae30623af___YLCV_GCREC 2929.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\23eca9f5-ce5b-4828-8caa-854fe506390b___YLCV_GCREC 2491.JPG,7
dataset/tomato\Tomato___Bacterial_spot\2e604e19-fcb1-4d3c-9c04-4b154e1ca480___UF.GRC_BS_Lab Leaf 9241.JPG,0
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\4423cc33-fa85-4d37-bc9f-b0ee47e55607___Com.G_SpM_FL 1714.JPG,5
dataset/tomato\Tomato___Late_blight\9c27b4ce-ee62-4251-b5c8-93b499d73811___RS_Late.B 6723.JPG,2
dataset/tomato\Tomato___Bacterial_spot\0740bf94-09c3-4718-8375-6ceed7db97a3___GCREC_Bact.Sp 3628.JPG,0
dataset/tomato\Tomato___Septoria_leaf_spot\2cc68344-7fcb-49cc-8a1b-5c956696dd4c___JR_Sept.L.S 2673.JPG,4
dataset/tomato\Tomato___healthy\a6e38349-62a4-43e6-bf92-84bc17e6d8eb___GH_HL Leaf 485.1.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\fbadd6d3-6dca-47fb-b133-8e8ef6a27c67___UF.GRC_YLCV_Lab 09533.JPG,7
dataset/tomato\Tomato___Leaf_Mold\c247f911-53bf-4b36-ade1-a3f2ddc34f53___Crnl_L.Mold 6589.JPG,3
dataset/tomato\Tomato___Tomato_mosaic_virus\a409fdf6-263d-4160-b007-52e531010def___PSU_CG 2291.JPG,8
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4a0a51c8-9f1a-4261-ab4d-3ede843eb7c5___YLCV_GCREC 2117.JPG,7
dataset/tomato\Tomato___Target_Spot\dd058cb8-9108-4660-a12f-568ac4d6ab48___Com.G_TgS_FL 0016.JPG,6
dataset/tomato\Tomato___Leaf_Mold\9dc10e0a-36ee-4882-84c4-f7c7668550bd___Crnl_L.Mold 7177.JPG,3
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\a0229f31-ff4c-43fb-92f0-932716d1756b___Com.G_SpM_FL 9599.JPG,5
dataset/tomato\Tomato___Target_Spot\db82e0dc-b6b4-4354-9092-1200792cd4da___Com.G_TgS_FL 8302.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\896c8923-bea5-464a-ab03-db1b9427cac4___UF.GRC_YLCV_Lab 02075.JPG,7
dataset/tomato\Tomato___Target_Spot\7926bc30-a080-4357-a66b-133c5befae23___Com.G_TgS_FL 0847.JPG,6
dataset/tomato\Tomato___Leaf_Mold\fb88e8e4-f380-4d43-a70e-0e64db8d1b64___Crnl_L.Mold 6798.JPG,3
dataset/tomato\Tomato___Septoria_leaf_spot\184031fe-22fe-479d-bb2d-9bb7122d60a9___Matt.S_CG 0881.JPG,4
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\6eb5d1ea-faf3-4a41-8419-89158aef70a5___Com.G_SpM_FL 9432.JPG,5
dataset/tomato\Tomato___Target_Spot\c413ab97-c72d-4e20-a7de-c6faddd64bc1___Com.G_TgS_FL 7947.JPG,6
dataset/tomato\Tomato___Bacterial_spot\8ff89c36-cac0-4ed5-ac93-206411247229___GCREC_Bact.Sp 6377.JPG,0
dataset/tomato\Tomato___Leaf_Mold\9ced7d05-026f-45ab-986e-6af8eb2a13d6___Crnl_L.Mold 8995.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\29ff474f-12ea-4c39-b2a9-0ee050b879e9___UF.GRC_YLCV_Lab 03200.JPG,7
dataset/tomato\Tomato___healthy\50c710e2-ad13-4b3a-a829-65d51ead21ff___GH_HL Leaf 269.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8aaae239-fdfa-4a73-9735-d0eb5d72d258___YLCV_NREC 0119.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\d4ea7c9d-a3ff-4055-a150-77a5bf30c2b6___Com.G_SpM_FL 9299.JPG,5
dataset/tomato\Tomato___Early_blight\801a593c-82f7-4433-8c30-9defa319bdb7___RS_Erly.B 9609.JPG,1
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\fc135130-76fe-4249-a36f-8aa02129c7c7___Com.G_SpM_FL 9366.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ffe08ccc-c55e-4ca2-9234-2906b98b8d05___YLCV_NREC 2879.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\abbf4eb1-d412-47ff-ab83-343078563bdd___UF.GRC_YLCV_Lab 02350.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d1c9e050-a0a8-4d18-bc4b-a4bca72bea2c___UF.GRC_YLCV_Lab 02158.JPG,7
dataset/tomato\Tomato___Early_blight\bc894aa4-76ca-427e-a964-e86236fc0217___RS_Erly.B 7526.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\36f8c86d-3638-48f7-a658-89ee00f977a6___YLCV_GCREC 5268.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\66e9a887-6b60-40c0-814d-6c22c69787f7___YLCV_NREC 2303.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\3d5496f8-5cb5-4205-85cd-0fbf661ac984___UF.GRC_YLCV_Lab 02166.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\516427b3-ff59-4022-8bd5-603505013e1b___YLCV_NREC 0290.JPG,7
dataset/tomato\Tomato___Early_blight\b8b9300b-f085-49ce-a052-5c003e493f7e___RS_Erly.B 7507.JPG,1
dataset/tomato\Tomato___Leaf_Mold\48f87aed-cace-4b4f-bc57-1b6b2a6c1e9b___Crnl_L.Mold 6810.JPG,3
dataset/tomato\Tomato___Late_blight\18cb836c-f351-41e4-933a-fae2feb4b9ad___RS_Late.B 6050.JPG,2
dataset/tomato\Tomato___Leaf_Mold\2f195926-6d02-4c40-bf4a-ba3a123fe66e___Crnl_L.Mold 9130.JPG,3
dataset/tomato\Tomato___Bacterial_spot\666a5368-e53d-41f2-8fee-4a85f1257b8c___GCREC_Bact.Sp 3163.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\36913f6b-b40f-466f-94e6-72100fd36595___UF.GRC_YLCV_Lab 01635.JPG,7
